answer,id,problem,type
"(a) $\mathrm{TI}_{\mathrm{U}}=15.14 \mathrm{ppb}$, Well \#1: $\mathrm{TI}_{\mathrm{U}} > 10$, no evidence of contamination

Well \#2: $\mathrm{TI}_{\mathrm{U}} < 30$, evidence of contamination

(b) Well \#1: $\mathrm{PI}_{\mathrm{U}}=14 \mathrm{ppb}$, well conc. $=10$, no evidence of contamination

Well \#2: $\mathrm{PI}_{\mathrm{U}}=14 \mathrm{ppb}$, well conc. $=30$, evidence of contamination",HHSWP_7_30,"The following measurements were taken at two background wells for Chrysene levels. Two compliance wells showed concentrations of 10 ppb and 30 ppb, respectively.

(a) Assess whether these wells indicate evidence of contamination for $95 \%$ coverage and $95 \%$ tolerance limit. The combined data from both background wells follow a normal distribution.

(b) Examine part (a) using a prediction interval at a $95 \%$ confidence prediction level.

| Chrysene (ppb) |  |  |
| :---: | :---: | :---: |
| Month | Well 1 | Well 2 |
| 1 | 4.2 | 5.2 |
| 2 | 5.8 | 6.4 |
| 3 | 11.3 | 11.2 |
| 4 | 7 | 11.5 |
| 5 | 7.3 | 10.1 |
| 6 | 8.2 | 9.7 |",Hydrology
"\quad \mathrm{TI}_{\mathrm{U}}=5.14 \mathrm{ppm}$, all wells $\ln$ con. $<\mathrm{TI}_{\mathrm{U}}$, no evidence of contamination",HHSWP_7_31,"The table below presents the lognormally distributed data for arsenic concentrations, measured in ppm, from two background wells and one compliance well. Evaluate if there is any indication of contamination in the compliance well using a $95 \%$ coverage and a $99 \%$ tolerance interval. The data from the background wells should be combined.

| Month | Background wells (ppm) |  | Compliance well (ppm) |
| :--- | :--- | :--- | :--- |
|  | \#1 | \#2 |  |
| 1 | 29.48 | 74.8 | 33.55 |
| 2 | 19.47 | 53.79 | 26.5 |
| 3 | 35.09 | 33.11 | 55.74 |
| 4 | 24.42 | 41.91 | 61.7 |
| 5 | 30.1 | 17.71 | 80.2 |",Hydrology
"7.36

|  | 2014 |  |  |  |  | 2015 |  |  |  |
| :---: | ---: | ---: | ---: | :--- | :--- | ---: | ---: | ---: | ---: |
| Quarter | 1 | 2 | 3 | 4 |  | 1 | 2 | 3 | 4 |
| $Z_{i}$ | 0 | -1 | 0.83 | -0.83 |  | 2 | 1 | 5 | 2.5 |
| $S_{i}$ | 60 | 60 | 60 | 60 |  | 72 | 72 | 120 | 138 |

$h_{c}=120$; out of control in fourth quarter of 2015.
$\mathrm{PI}_{\mathrm{U}}=72.8 \mathrm{ppb}$, month 11 has evidence of contamination

| Month | 9 | 10 | 11 | 12 |
| :---: | :---: | :---: | :---: | :---: |
| $Z_{i}$ | 0.822 | 2.334 | 3.312 | 1.108 |
| $S_{i}$ | 35.25 | 55.29 | 90.01 | 91.63 |

$h_{c}=110.35$; no evidence of out of control

| $h_{c}=110.35$; no evidence of out of control |
| :--- |",HHSWP_7_36,"The concentrations of toluene observed in a compliance well are listed below. Given that the sample mean and standard deviation from previous background well monitoring are 60 ppb and 12 ppb, respectively, create a control chart to evaluate if there is evidence of contamination in the compliance well. Assume the data follows a normal distribution.

| Quarter (2014) | Toluene conc. ppb | Quarter (2015) | Toluene conc. ppb |
| :--- | :--- | :--- | :--- |
| 1 | 60 | 1 | 84 |
| 2 | 48 | 2 | 72 |
| 3 | 70 | 3 | 120 |
| 4 | 50 | 4 | 90 |",Hydrology
"\quad 0.975 \mathrm{~m} / \mathrm{s}, 0.888,11.09 \mathrm{~m}^{3} / \mathrm{s}$",HHSWP_8_1,"At a distance of 0.25 m above the bed in a channel with a depth of $1.25$ m, the velocity is $0.8 \mathrm{~m} / \mathrm{s}$. What is the velocity at a height of 1.0 m above the bed? Additionally, calculate the average velocity of the channel. If the channel has a rectangular cross-section with a width of 10 m, find the discharge.",Hydrology
"(a) \quad 1.99 \mathrm{ft} / \mathrm{s}, 6.97 \mathrm{ft}^{3} / \mathrm{ft}$

(b) \quad 1.97 \mathrm{ft} / \mathrm{s}, 6.9 \mathrm{ft}^{3} / \mathrm{ft}$",HHSWP_8_2,"The vertical velocity distribution equation (in $\mathrm{ft} / \mathrm{sec}$) within a stream is given by $v=1.9 y^{1 / 7}$, where $y$ represents the distance from the streambed. Given that the flow depth is 3.5 ft:

(a) Determine the mean flow velocity using the direct integration method. What is the discharge per unit width?

(b) Address part (a) utilizing the arithmetic summation method.",Hydrology
\quad 3.16 \mathrm{ft} / \mathrm{s}$,HHSWP_8_6,"The formula for a fully developed turbulent flow is given in the logarithmic form:

$$
v \quad 4.45 \quad 2.62 \log \frac{y}{d}
$$

where $y$ represents the distance from the bed. If the flow depth $d$ is 5 ft, find the average velocity of the flow. (Note: This equation is valid a short distance above the bed, outside the laminar sublayer.)",Hydrology
"8.7

| Method | $v, \mathrm{ft} / \mathrm{s}$ | Error, \% |
| :--- | :--- | :--- |
| 1. Vertical | 2.02 | 0.5 |
| 2. Graphic | 2.03 | 0 |
| 3. Two-point | 2.03 | 0 |
| 4. Six-tenth | 2.0 | 1.5 |
| 5. Three-point | 2.01 | 1.0 |
| 6. 0.2-depth | 2.30 | 13.3 |
| 7. Surface | 2.0 | 1.5 |
| 8. Five-point | 2.03 | 0 |
| 9. Six-point | 2.04 | 0.5 |


| 8.8 | (a) 4.27 m (b) $4.42 \mathrm{~m}, 6.98 \mathrm{~m}$ |
| :--- | :--- |
| 8.10 | $2.95 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.11 | 110.89 cfs |
| 8.12 | $3.02 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.13 | 109.02 cfs |
| 8.14 | $2.95 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.15 | 110.4 cfs |
| 8.16 | $12.4 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.17 | $2 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.18 | (a) 0 and 1 (b) 0.6 |
| 8.19 | (a) 24 cm (b) 25 cm |
| 8.20 | (a) 0 (b) 0.1 |
| 8.21 | (a) $2.65(h-0.6)^{1.47}(\mathbf{b}) 2.61(h-0.6)^{1.48}$ |
| 8.22 | (a) $\frac{1}{1430} h-25^{2}$ (b) $\frac{1}{1486} h \quad 25^{2.04}$ |
| 8.23 | $90.9(h-0.1)^{2.41}$ |
| 8.24 | $608 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.25 | $478 \mathrm{~m}^{3} / \mathrm{s}$ |
| 8.26 |  |


| Label | a | b | c | $\mathrm{d} \ldots$ | n | o |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: |
| Corr. elev., m | 6.995 | 6.415 | 5.055 | 3.215 | 3.235 | 6.415 |
",HHSWP_8_7,"The following data were collected for point velocities in a 15-foot deep vertical section of a stream. Calculate the average velocity in this section using various methods. Determine the percentage error for each method in comparison to the velocity-curve method.

| Ratio of Observation to Total Depth | Velocity ( $\mathrm{ft} / \mathrm{sec}$ ) |
| :--- | :--- |
| 0.04 | 2.35 |
| 0.2 | 2.30 |
| 0.4 | 2.20 |
| 0.6 | 2.00 |
| 0.8 | 1.75 |
| 0.9 | 1.50 |",Hydrology
"(a) 4.27 m (b) $4.42 \mathrm{~m}, 6.98 \mathrm{~m}$",HHSWP_8_8,"During a gauging measurement of a deep, fast-flowing stream from a bridge, the total length of the sounding line was recorded as 7.55 m. The depth from the guide pulley to the water's surface was 3.0 m. The sounding line formed an angle of $20^{\circ}$ with the vertical. The gap between the centerline of the current meter and the bottom of the weight was 0.3 m. Find (a) the actual water depth, and (b) the locations of the 0.2 depth and 0.8 depth.",Hydrology
$2.95 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_8_10,"A river's cross section is divided into 10 segments. Below are the area and mean velocity for each segment. Calculate the river's flow rate.

| Section: | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| Area $\left(\mathrm{m}^{2}\right)$ | 2.2 | 4.5 | 6.2 | 6.8 | 7.2 | 5.5 | 4.5 | 3.2 | 2.1 | 1.0 |
| Velocity $(\mathrm{m} / \mathrm{min})$ | 3.5 | 3.8 | 4.5 | 4.8 | 4.2 | 4.0 | 3.8 | 3.7 | 3.6 | 3.2 |",Hydrology
"(a) $3.02 \mathrm{~m}^{3} / \mathrm{s}$

(b) $2.95 \mathrm{~m}^{3} / \mathrm{s}$",HHSWP_8_12,"The following data have been collected for discharge measurement at a specific location. The rating for the current-meter is given by $v=0.03+0.25 \mathrm{~N}$, where $v$ is the velocity in $\mathrm{m} / \mathrm{s}$, and $N$ represents the revolutions per second.

(a) Calculate the streamflow using the midsection method.

(b) Resolve part (a) using the mean-section method.

| Distance from Initial Point (m) | Depth (m) | Meter Position | Revolutions | Time (sec) |
| :--- | :--- | :--- | :--- | :--- |
| 4 | 0 |  | 0 |  |
| 6 | 0.4 | 0.6 | 45 | 59 |
| 8 | 0.85 | 0.6 | 52 | 61 |
| 10 | 1.58 | 0.2 | 58 | 62 |
|  |  | 0.8 | 46 | 61 |
| 12 | 1.71 | 0.2 | 65 | 62 |
|  |  | 0.8 | 51 | 63 |
| 14 | 1.17 | 0.2 | 51 | 62 |
|  |  | 0.8 | 39 | 60 |
| 16 | 0.81 | 0.6 | 41 | 63 |
| 17 | 0.48 | - | - | - |",Hydrology
$2 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_8_17,"To calculate the discharge using the velocity-contour method, velocity readings were taken at various points on each vertical, and isovels were plotted. Below are the areas calculated between consecutive isovels. Compute the streamflow.

| Isovel (m/s) | Area between Isovels ( $\mathrm{m}^{2}$ ) |
| :--- | :--- |
| $>0.25$ | 0.8 |
| 0.25-0.20 | 2.2 |
| 0.20-0.15 | 3.42 |
| 0.15-0.10 | 4.16 |
| 0.10-0.05 | 1.62 |
| 0.05-0 | 1.7 |",Hydrology
"(a) 0 and 1

(b) 0.6

(c) $2.65(h - 0.6)^{1.47}$

(d) $2.61(h - 0.6)^{1.48}$",HHSWP_8_18,"For the upper range of stages in Example 8.11 when high-water control became active:

(a) Use the trial-and-error method to find the datum correction (stage of zero flow).

(b) Apply the arithmetic method to determine the datum correction.

(c) Derive the equation for the rating curve using the graphical method.

(d) Determine the equation for the rating curve through regression analysis.

The discharge stage data are presented below:

| Discharge ( $\mathrm{ft}^{3} / \mathrm{sec}$ ) | Stage (ft) | Discharge ( $\mathrm{ft}^{3} / \mathrm{sec}$ ) | Stage (ft) |
| :--- | :--- | :--- | :--- |
| 9.73 | 3.06 | 35.24 | 6.46 |
| 12.23 | 3.40 | 45.75 | 7.44 |
| 18.31 | 4.27 | 58.12 | 8.67 |
| 19.84 | 4.62 | 72.02 | 10.09 |
| 25.10 | 5.26 |  |  |",Hydrology
"(a) 24 cm

(b) 25 cm

(c) $\frac{1}{1430}(h - 25)^2$

(d) $\frac{1}{1486}(h - 25)^{2.04}$",HHSWP_8_19,"At Zor Creek in Gbanka, Liberia (West Africa), measurements of discharge are taken along with corresponding gage heights.

(a) Use the trial-and-error approach to find the datum correction (stage of zero flow).

(b) Utilize the arithmetic technique to determine the datum correction.

(c) Employ the graphic method to establish the rating equation for the stage-discharge data.

(d) Apply regression analysis to derive the rating equation for the stage-discharge data.

| Gage Height (cm) | Discharge ( $\mathrm{m}^{3} / \mathrm{s}$ ) | Gage Height (cm) | Discharge ( $\mathrm{m}^{3} / \mathrm{s}$ ) |
| :--- | :--- | :--- | :--- |
| 30 | 0.02 | 80 | 2.35 |
| 40 | 0.16 | 100 | 4.4 |
| 50 | 0.40 | 120 | 7.5 |
| 70 | 1.55 | 150 | 13.5 |",Hydrology
"(a) 0

(b) 0.1

(c) $90.9(h - 0.1)^{2.41}$",HHSWP_8_20,"The following table of ratings was compiled from field measurements on the St. John River at Baila, Liberia (West Africa).

(a) Use the trial-and-error method to find the stage of zero flow.

(b) Use the arithmetic method to find the stage of zero flow.

(c) Derive the rating equation from the stage-discharge data.

| Gage Height (ft) | Discharge (cfs) | Gage Height (ft) | Discharge (cfs) |
| :--- | :--- | :--- | :--- |
| 1.0 | 70 | 7.0 | 9,500 |
| 2.0 | 430 | 8.0 | 13,500 |
| 3.0 | 1,200 | 9.0 | 17,500 |
| 4.0 | 2,350 | 10.0 | 22,500 |
| 5.0 | 4,250 | 11.0 | 27,500 |
| 6.0 | 6,500 | 11.5 | 30,000 |",Hydrology
$608 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_8_24,"Consider the following data pertaining to discharge and water levels at the primary station, as well as water levels at a secondary gage located 2000 m downstream. Construct the slope-stage-discharge relationship. Determine the estimated discharge when the water levels at the primary and secondary stations are 9.0 m and 8.25 m, respectively.

| Discharge ( $\mathrm{m}^{3} / \mathrm{s}$ ) | Stage at Base Gage (m) | Stage at Auxiliary Gage (m) |
| :--- | :--- | :--- |
| 34 | 1.012 | 0.951 |
| 206 | 2.206 | 1.279 |
| 78 | 1.359 | 1.155 |
| 165 | 1.963 | 1.347 |
| 164 | 1.755 | 1.054 |
| 200 | 2.139 | 1.331 |
| 995 | 7.638 | 4.986 |
| 780 | 7.108 | 5.188 |
| 1415 | 10.558 | 7.678 |
| 445 | 4.026 | 2.429 |
| 760 | 6.105 | 3.923 |
| 580 | 4.907 | 2.990 |",Hydrology
$478 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_8_25,"A secondary gage was positioned downstream of a primary gage in a river to adjust for the backwater effect. The following data were recorded. The exponent $n$ for all measurements was 0.5.

| Primary Gage ( m above datum) | Secondary Gage ( m above datum) | Discharge $\left(\mathrm{m}^{3} / \mathrm{s}\right)$ |
| :--- | :--- | :--- |
| 80.0 | 79.5 | 142 |
| 85.5 | 84.8 | 260 |
| 90.5 | 89.5 | 500 |

Given that the primary and secondary gage readings are 92.5 m and 91.6 m respectively, calculate the discharge.",Hydrology
"

| Time | $10: 00$ | $11: 00$ | $12: 00$ | $13: 00$ | $14: 00$ | $15: 00$ | $16: 00$ | $17: 00$ | $18: 00$ |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| $Q, \mathrm{ft}^{3} / \mathrm{s}$ | 8645.35 | $10,065.75$ | $11,400.72$ | $13,737.45$ | $15,185.94$ | $11,554.36$ | 9650.70 | 8982.76 | 8722.30 |
",HHSWP_8_34,"The stage and index-velocity measurements obtained at a gaging station are listed below.

| Time | $10: 00$ | $11: 00$ | $12: 00$ | $13: 00$ | $14: 00$ | $15: 00$ | $16: 00$ | $17: 00$ | $18: 00$ |
| :--- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: |
| Stage, ft | 13.22 | 14.29 | 15.34 | 16.38 | 17.41 | 15.50 | 14.00 | 13.36 | 13.30 |
| Index Velocity, $\mathrm{ft} / \mathrm{s}$ | 1.61 | 1.88 | 2.08 | 2.58 | 2.73 | 2.09 | 1.85 | 1.71 | 1.62 |

Calculate the discharge corresponding to each stage measurement.
The following equations have been derived at the location:

$$
\begin{array}{ll}
\text { Stage versus cross-sectional area: } & A=2.75 s^{2}+157.6 s+471.5 \\
\text { Index-velocity versus mean velocity: } & V_{\text {mean }}=0.8 V_{\text {index }}+1.56
\end{array}
$$",Hydrology
"9.2

| Time, hr | 10 | 15 | 20 | 25 | 30 | $35 \ldots$ | 70 | 75 | 80 | 85 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| $\mathrm{DR}, \mathrm{m}^{3} / \mathrm{s}$ | 0 | 3.83 | 10.80 | 14.35 | 15.85 | 13.03 | 1.94 | 1.25 | 0.5 | 0 |
| 7.46 mm |  |  |  |  |  |  |  |  |  |  |

## 9.4

| Time, days | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| Method $1, \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 11.5 | 35.5 | 71.7 | 98.8 | 75.8 | 35.9 | 14 | 7 | 3 | 0 |
| Method $2, \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 12 | 37.5 | 74 | 103 | 75 | 29 | 0 | 0 |  |  |
| Method $3, \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 7 | 28 | 60 | 83.5 | 56.5 | 21 | 3 | 0 |  |  |

Depth: Method 1, 47 mm ; Method 2, 43.35 mm ; Method 3, 34.45 mm

## 9.6

| Time, hr | 10 | 20 | 30 | 40 | 50 | 60 | 70 | 80 | 85 |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| Method $1, \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 10.95 | 16.15 | 11.55 | 7.9 | 4.7 | 1.95 | 0.5 | 0 |
| Method $2 \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 11.1 | 16.45 | 11.85 | 8.15 | 4.9 | 2.15 | 0.6 | 0 |
| Method $3, \mathrm{~m}^{3} / \mathrm{s}$ | 0 | 10.65 | 15.65 | 11.10 | 7.60 | 4.45 | 1.9 | 0.45 | 0 |

## 9.8

| Time, hr | 10 | 15 | 20 | 25 | 30 | $35 \ldots$ | 65 | 70 | 75 | 80 | 85 |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| UHG, $\mathrm{m}^{3} / \mathrm{s}$ | 0 | 0.51 | 1.45 | 1.92 | 2.12 | 1.74 | 0.43 | 0.26 | 0.17 | 0.07 | 0 |

## 9.9

| Time | midnight | 6 AM | noon | 6 PM | midnight $\ldots$ | 6 PM |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: |
| UHG, cfs | 0 | 33.56 | 5671.4 | 4060.4 | 2986.6 | 1308.7 |


| Time | midnight | 6 AM | noon | 6 PM | midnight |
| :--- | :---: | :---: | :---: | :---: | :---: |
| UHG, cfs | 906.04 | 570.5 | 302.01 | 134.23 | 0 |
",HHSWP_9_2,"On page 374, you will find the ordinates of a hydrograph for a stream section with a drainage area of $250 \mathrm{~km}^{2}$. Use the recession curve method to separate the baseflow and create the direct runoff hydrograph (DRH). Calculate the equivalent depth of runoff.

[^27]| Table 9.14 Estimation of Daily Streamflow by Unit Hydrograph |  |  |  |  |  |  |  |  |  |  |  |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| (1) | (2) | (3) | (4) | (5) | (6) | (7) | (8) | (9) | (10) | (11) | (12) |
| DRH (cfs) |  |  |  |  |  |  |  |  |  |  |  |
| Date | Rainfall (in.) | Losses ${ }^{\text {a }}$ (in.) | Rainfall Excess (in.) | UH (cfs) | Sept. 5 | Sept. 8 | Sept. 15 | Sept. 21 | Total | Baseflow (cfs) | Streamflow (cfs) |
| 1 |  |  |  | 1,000 |  |  |  |  | 0 | 120 | 120 |
| 2 |  |  |  | 2,950 |  |  |  |  | 0 | 120 | 120 |
| 3 |  |  |  | 12,500 |  |  |  |  | 0 | 125 | 125 |
| 4 |  |  |  | 5,600 |  |  |  |  | 0 | 130 | 130 |
| 5 | 1.21 | 1.03 | 0.18 | 1,750 | 180 |  |  |  | 180 | 135 | 315 |
| 6 |  |  |  | 1,000 | 531 |  |  |  | 531 | 140 | 671 |
| 7 |  |  |  | 620 | 2,250 |  |  |  | 2,250 | 125 | 2,375 |
| 8 | 0.48 | 0.41 | 0.07 | 500 | 1,008 | 70 |  |  | 1,078 | 120 | 1,198 |
| 9 |  |  |  | 350 | 315 | 207 |  |  | 522 | 120 | 642 |
| 10 |  |  |  | 270 | 180 | 875 |  |  | 1,055 | 120 | 1,175 |
| 11 |  |  |  | 250 | 112 | 392 |  |  | 504 | 120 | 624 |
| 12 |  |  |  | 0 | 90 | 123 |  |  | 213 | 120 | 333 |
| 13 |  |  |  |  | 63 | 70 |  |  | 133 | 120 | 253 |
| 14 |  |  |  |  | 49 | 43 |  |  | 92 | 120 | 212 |
| 15 | 3.22 | 2.74 | 0.48 |  | 45 | 35 | 480 |  | 560 | 120 | 680 |
| 16 |  |  |  |  | 0 | 25 | 1,416 |  | 1,441 | 120 | 1,561 |
| 17 |  |  |  |  |  | 19 | 6,000 |  | 6,019 | 120 | 6,139 |
| 18 |  |  |  |  |  | 18 | 2,688 |  | 2,706 | 120 | 2,826 |
| 19 |  |  |  |  |  | 0 | 840 |  | 840 | 120 | 960 |
| 20 |  |  |  |  |  |  | 480 |  | 480 | 120 | 600 |
| 21 | 1.02 | 0.87 | 0.15 |  |  |  | 298 | 150 | 448 | 120 | 568 |
| 22 |  |  |  |  |  |  | 240 | 443 | 683 | 120 | 803 |
| 23 |  |  |  |  |  |  | 168 | 1,875 | 2,043 | 120 | 2,163 |
| 24 |  |  |  |  |  |  | 130 | 840 | 970 | 120 | 1,090 |
| 25 |  |  |  |  |  |  | 120 | 263 | 383 | 120 | 503 |
| 26 |  |  |  |  |  |  | 0 | 150 | 150 | 120 | 270 |
| 27 |  |  |  |  |  |  |  | 93 | 93 | 120 | 213 |
| 28 |  |  |  |  |  |  |  | 75 | 75 | 120 | 195 |
| 29 |  |  |  |  |  |  |  | 53 | 53 | 120 | 173 |
| 30 |  |  |  |  |  |  |  | 41 | 41 | 120 | 161 |
| ${ }^{\text {a }} 85 \%$ of Col. 2 |  |  |  |  |  |  |  |  |  |  |  |


| Time (hr) | Flow ( $\mathrm{m}^{3} / \mathrm{s}$ ) | Time (hr) | Flow ( $\mathrm{m}^{3} / \mathrm{s}$ ) |
| :--- | :--- | :--- | :--- |
| 0 | 1.37 | 50 | 8.8 |
| 5 | 1.25 | 55 | 6.8 |
| 10 | 1.12 | 60 | 5.50 |
| 15 | 5.00 | 65 | 4.10 |
| 20 | 12.00 | 70 | 2.75 |
| 25 | 15.60 | 75 | 2.00 |
| 30 | 17.15 | 80 | 1.20 |
| 35 | 14.40 | 85 | 0.65 |
| 40 | 12.50 | 90 | 0.60 |
| 45 | 10.70 | 95 | 0.56 |",Hydrology
